twitterUserId,companyString,createdAt,defaultProfile,defaultProfileImage,description,favouritesCount,followersCount,geoEnabled,geoSpecial,givenUrl,id,idString,isTranslator,job,lang,liTab,location,name,profileBanner,profileImage,protectedProfile,screenName,statusCount,timezone,url,utcOffset,withheldInCountries,withheldScope
113,TEKsystems,"2015-08-19 13:06:06",1,0,"Work for a company that works for YOU! Follow us on IG: TEKcareers #BestofStaffing #100BestCos #WorkHardPlayHard",14,224,0,,https://twitter.com/TEKcareers,3431881523,NULL,0,0,en,0,,"TEKsystems Careers",https://pbs.twimg.com/profile_banners/3431881523/1457017888/web,http://pbs.twimg.com/profile_images/634083425666863104/FfhYOiev_normal.jpg,0,TEKcareers,269,"Eastern Time (US & Canada)",https://t.co/PVN4SOAzft,-14400,null,NULL
114,"Roche Diagnostics","2012-05-25 12:25:11",0,0,"Doing now what patients need next.
Terms of Use:
https://t.co/6e36ZpMo2s",387,1599,0,USA,https://twitter.com/RocheDiaUSA,590205767,NULL,0,0,en,0,"Indianapolis, IN","Roche Diagnostics US",https://pbs.twimg.com/profile_banners/590205767/1447765744/web,http://pbs.twimg.com/profile_images/510541652385996800/CCqMjwWk_normal.png,0,RocheDiaUSA,1297,"Indiana (East)",http://t.co/9TBv8zE4kE,-14400,null,NULL
115,"Roche Diagnostics","2009-08-04 08:42:56",0,0,"Roche Diagnostics is the UK’s leading provider of diagnostics, helping patients and health professionals to detect, monitor and manage conditions",381,4576,0,UK,https://twitter.com/RocheDiaUK,62834641,NULL,0,0,en,0,"Burgess Hill Sussex, UK","Roche Diagnostics",https://pbs.twimg.com/profile_banners/62834641/1418227516/web,http://pbs.twimg.com/profile_images/542712242857201664/UHxXDagU_normal.png,0,RocheDiaUK,676,London,http://t.co/Z5ly1KQChb,3600,null,NULL
116,"Kimley-Horn and Associates","2009-06-23 12:25:02",0,0,"As one of the country's premier design consulting firms, we have many disciplines but only one expertise: making our clients successful.",247,2129,1,,https://twitter.com/KimleyHorn,50056003,NULL,0,0,en,0,U.S.,KimleyHorn,https://pbs.twimg.com/profile_banners/50056003/1460989159/web,http://pbs.twimg.com/profile_images/461835979586666496/gHSSkkEu_normal.jpeg,0,KimleyHorn,577,Quito,http://t.co/dG9mUa1KKV,-18000,null,NULL
117,Mars,"2011-05-17 10:51:07",0,0,"Page subject to https://t.co/D6VM3oOSki & https://t.co/cfiISGrQBx. Mars is not responsible for content or activity made available via 3rd party sites/services.",2635,15355,1,,https://twitter.com/MarsGlobal,300360969,NULL,0,0,en,0,"McLean, VA","Mars, Incorporated",https://pbs.twimg.com/profile_banners/300360969/1455235214/web,http://pbs.twimg.com/profile_images/654468191314309120/45vCNMrH_normal.jpg,0,MarsGlobal,4104,Arizona,http://t.co/99boCvupo2,-25200,null,NULL
118,"Discovery Communications","2009-02-26 14:06:07",0,0,"News from Discovery Communications (NASDAQ: DISCA, DISCB, DISCK), the leader in global entertainment around the world",100,96873,1,,https://twitter.com/DiscoveryComm,22061951,NULL,0,0,en,0,"Silver Spring, MD",DiscoveryComm,https://pbs.twimg.com/profile_banners/22061951/1457562998/web,http://pbs.twimg.com/profile_images/707696776158035968/ovhdqDRA_normal.jpg,0,DiscoveryComm,11282,"Eastern Time (US & Canada)",https://t.co/VRQGRtnQyj,-14400,null,NULL
119,"Arnold & Porter","2013-01-17 08:41:24",0,0,,103,1414,1,,https://twitter.com/arnoldporter,1098504926,NULL,0,0,en,0,,"Arnold & Porter LLP",https://pbs.twimg.com/profile_banners/1098504926/1457474832/web,http://pbs.twimg.com/profile_images/707320357741584385/zaHe4A90_normal.jpg,0,arnoldporter,604,NULL,http://t.co/1UD1rOAb,-1,null,NULL
120,Sheetz,"2008-05-17 12:55:56",0,0,"The official Sheetz account. Follow @Sheetz for deals, insider info, Twitter-only offers & to Feel the Love! https://t.co/qhoDRcyMZN  #SheetzRun",17968,289755,1,,https://twitter.com/sheetz,14813584,NULL,0,0,en,0,"Altoona, PA",Sheetz,https://pbs.twimg.com/profile_banners/14813584/1458666391/web,http://pbs.twimg.com/profile_images/712324639712620544/aJotn7LY_normal.jpg,0,sheetz,30534,"Eastern Time (US & Canada)",http://t.co/V2EM1JqBBF,-14400,null,NULL
121,"The Cheesecake Factory","2014-10-29 14:29:40",1,0,,0,206,0,,https://twitter.com/CakeJobs,2850334863,NULL,0,0,en,0,,"Cheesecake Factory",https://pbs.twimg.com/profile_banners/2850334863/1461871200/web,http://pbs.twimg.com/profile_images/535468360268402688/UvFiswYM_normal.jpeg,0,CakeJobs,11445,NULL,NULL,-1,null,NULL
122,"Hyland Software","2008-07-24 06:35:07",0,0,"OnBase by Hyland helps organizations realize their full potential. #ECM",1882,11341,1,,https://twitter.com/OnBase,15580925,NULL,0,0,en,0,"Westlake, Ohio","OnBase by Hyland",https://pbs.twimg.com/profile_banners/15580925/1456500615/web,http://pbs.twimg.com/profile_images/715918979928162304/xUQlJ_fK_normal.jpg,0,OnBase,11142,Quito,https://t.co/7L9Sqc6vby,-18000,null,NULL
123,"Hyatt Hotels","2008-12-06 10:01:38",0,0,"#InAHyattWorld the doors are always open! News, career opportunities, and insight into our Hyatt family!  Connect with us!",111,25743,1,,https://twitter.com/hyattcareers,17924644,NULL,0,0,en,0,Global,"Hyatt Careers",https://pbs.twimg.com/profile_banners/17924644/1363986990/web,http://pbs.twimg.com/profile_images/523049828654141440/spdW8QBx_normal.jpeg,0,hyattcareers,6849,"Central Time (US & Canada)",http://t.co/FTJJPXBhkR,-18000,null,NULL
124,"Kiewit Corporation","2011-10-10 09:23:16",0,0,"What began in 1884 with two hardworking brothers has grown into a Fortune 500 construction, mining and engineering powerhouse.",22,6521,0,,https://twitter.com/kiewit,388325606,NULL,0,0,en,0,"Omaha, NE","Kiewit Corporation",https://pbs.twimg.com/profile_banners/388325606/1411482534/web,http://pbs.twimg.com/profile_images/2138903310/Kiewit_normal.jpg,0,kiewit,1542,Hawaii,http://t.co/n3jsqmX7HQ,-36000,null,NULL
125,Cooley,"2010-03-02 11:46:25",0,0,"Where innovation meets the law.                             Tweets by the communications team.",323,5469,1,,https://twitter.com/CooleyLLP,119120977,NULL,0,0,en,0,,"Cooley LLP",https://pbs.twimg.com/profile_banners/119120977/1457743085/web,http://pbs.twimg.com/profile_images/570981651971207168/SJMLIfrH_normal.png,0,CooleyLLP,5048,"Pacific Time (US & Canada)",https://t.co/4g6br8YaT5,-25200,null,NULL
